CELL_LINE_NAME	AEW541	Nilotinib	17-AAG	PHA-665752	Lapatinib	Nutlin-3	AZD0530	PF2341066	L-685458	ZD-6474	Panobinostat	Sorafenib	Irinotecan	Topotecan	LBW242	PD-0325901	PD-0332991	Paclitaxel	AZD6244	PLX4720	RAF265	TAE684	TKI258	Erlotinib
KP-1NL	1	1	0	1	1	1	1	0	1	1	-1	0	0	0	1	0	1	-1	0	1	0	0	1	1
KP-2	0	1	-1	1	1	1	1	1	1		-1	1	0	0	1	-1	1	-1	-1		0	0	0	1
KP-3	1	1	-1	1	1	0	0	1	1	1	-1	0	0	-1	1	0	1	-1	1	0	0	0	1	1
KP4	0	1	-1	0	1	1	1	0	0	0	-1	0	-1	-1	1	0	0	-1	0	1	0	0	0	1
KP-N-SI9s	-1	0	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	0
KU812	1	-1	-1	1	0	1	-1	0	1	-1	-1	1	-1	-1	0	-1	0	-1	-1	1	-1	1	0	0
KURAMOCHI	0	0	-1	0	0	0	-1	0	0	0	-1	0	-1	-1	1	-1	0	-1	-1	0	0	-1	0	0
KYM-1	0		-1	-1	1	0	0	0	1	0	-1	0		-1	-1	0		-1	0	1		0	0	1
KYSE-140	0		0	0	-1	1	0	1		0	-1	1		-1	0	0		-1	1	1		0	0	-1
KYSE-150	1		-1	1	0	1	1	1	1	0	-1	1		0	0	0		-1	1	1	0	1	0	0
KYSE-180	0		-1	1	0	1	0	0		0	-1	1		-1	0	1		-1	1	0		0	0	0
KYSE-30	0	1	-1	1	0	1	0	0	1	0	-1	1	-1	-1	0	-1	1	-1	-1	0	0	0	0	0
KYSE-410	0	0	-1	0	0	1	0	0	1	0	-1	1	0	0	1	0	1	-1	1	1	0	0	1	1
KYSE-450	0		-1	1	0	1	0	1	0	0	-1	1		-1	1	0		-1	0	1		0	0	0
KYSE-510	0		-1	0	1	0	1	1	1	1	-1	0		-1	0	1		-1	1	1		0	0	1
KYSE-520	0	0	-1	1	0	1	0	1	1	0	-1	1	0	0	0	0	1	-1	0	1	0	0	1	0
KYSE-70	-1		-1	0	0	0	0	0		0	-1	0		-1	0	-1		-1	0	0		0	0	0
L3.3	0	1	-1	1	0	1	1	1	1	0	-1	1	-1	-1	1	0	1	-1	0	1	-1	0	0	0
L-363	-1	0	-1	-1	0	0	0	-1	0	0	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	-1	0
L-428	0	0	-1	0	0	0	1	0	0	0	-1	0	-1	-1	0	1	0	-1	1	0	-1	0	0	1
LC-1/sq-SF	0	1	-1	1	1	1	1	1	1	0	-1	1		0	1	0	1	-1	0	1	0	1	0	0
LCLC-103H	0	1	-1	0	1	1	1	1	1	0	-1	1	-1	-1	0	1	1	-1	0	1	0	0	0	1
LN-18	0	1	-1	0	1	1	0	0	0		-1	1	-1	-1	0	0	1	-1	1		0	0	0	1
LN-229	0	0	-1	1	1	0	0	0	1	0	-1	1		0	1	0	0	-1	0	1	0	0	0	1
LOU-NH91	1	1	-1	1	1	1	0	0	1	0	-1	0	-1	-1	0	1	1	-1	1	0	0	0	0	0
LOX IMVI	1		-1	1	1	0	0	0	1	0	-1	0		-1	0	-1	1	-1	-1	0	0	0	0	1
LP-1	-1	-1	-1	0	0	0	1	-1	0	0	-1	0	-1	-1	1	0	-1	-1	0	1	0	-1	0	1
LS123	0	0	-1	1	1	1	0	0	1	0	-1	1		0	1	0	1	-1	0	0	0	0	1	1
LS411N	0		-1	0	1	1	1	1	0	0	-1	1		-1	0	-1		-1	-1	-1	0	0	0	1
LS513	-1	0	-1	0	-1	0	0	0	0	0	-1	0	-1	-1	1	-1	0	-1	-1	1	-1	-1	0	0
LU99	0	0	-1	1	0	0	0	0	0	0	-1	0	-1	-1	0	-1	0	-1	-1	0	-1	0	0	0
LUDLU-1	0	0	-1	1	0	0	0	0	1	0	-1	0		-1	0	0	0	-1	0	1	0	0	0	0
M059J	0	0	-1	1	1	1	0	1	1	1	-1	1		-1	-1	1	1	-1	1	1	0	0	0	1
Malme-3M	0	0	-1	1	0	1	1	0	1	0	-1	0	-1	0	0	-1	1	-1	-1	-1	-1	0	0	1
MB 157	-1	0	-1	1	0	0	0	0	0	0	-1	1	-1	-1	1	-1	1	-1	-1	0	0	0	0	0
MC116	1	1	-1	1	1	1	1	1	1	0	-1	0		-1	1	1	0	-1	1	1	1	1	1	1
MCAS	0	1	-1	1	0	1	0	0	1	0	-1	1	-1	-1	1	-1	1	-1	0	1	0	0	0	1
MCF7	0	1	-1	1	1	1	1	0	1	1		1	0	0	1	1	1	-1	0	0	1	0	1	1
MDA-MB-157	0	0	0	1	1	1	0	0	1	1	-1	0		-1	0	0	1	-1	0	1	0	0	0	1
MDA-MB-175-VII	0	1	-1	1	-1	1	0	0	1	1	-1	1		0	1	0	1	-1	0	1	0	1	1	0
MDA-MB-415	0	0	-1	1	1	1	0	0	1	1	-1	0		0	0	1	0	-1	1	1	0	1	0	1
MDA-MB-435S	0	0	-1	1	0	0	0	0	1	0	-1	0	-1	-1	1	-1	0	-1	-1	0	0	-1	1	1
MDA-MB-436	0	1	-1	1	1	0	0	0	1	1	-1	1		-1	0	0	1	-1	0	1	0	0	0	1
MDA-MB-453	0	1	-1	1	0	1	1	1	1	0	-1	0	-1	-1	1	0	1	-1	1	1	0	0	0	1
MDA-MB-468	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	-1	0	1	0	0	0	0
MEC-1	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	-1	1	-1	0	-1	0	0	-1	0	0	0
MEG-01	0	-1	-1	1	1	1	-1	0	1	-1	-1	1	-1	-1	1	-1	1	-1	0	0	-1	1	0	1
MEL-HO	0	0	-1	1	0	1	0	0	1	0	-1	0	-1	-1	1	-1	1	-1	-1	-1	-1	0	0	1
MES-SA	1	1	-1	1	1	1	1	0	0	0	-1	1		-1	1	1	1	-1	1	1	0	0	1	1
MeWo	1	1	-1	1	1	1	1	1	0	0	-1	1	0	1	0	0	0	-1	1	1	0	0	1	1
MFE-280	0	1	-1	1	0	1	0	1	1	0	-1	1	-1	-1	1	0	1	-1	0	1	0	0	0	0
MFE-296	0		-1	1	1	1	0	0	1	0	-1	0		-1	0	0		-1	1	1	0	0	0	0
MFE-319	0		-1	0	0	0	-1	0	1	0	-1	1		-1	0	0		-1	0	1		0	0	0
MG-63	0	1	0	1	1	1	0	1	1	1	-1	1	-1	-1	1	0	0	-1	1	1	0	-1	0	1
MHH-ES-1	-1	-1	-1	0	0	0	-1	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0
MIA PaCa-2	0	1	-1	0	1	1	0	0	1	0	-1	0	-1	-1	1	-1	1	-1	-1	1	0	-1	0	1
Mino	0	1	-1	1	0	1	1	0	1	0	-1	1	-1	-1	1	1	0	-1	1	0	-1	0	0	0
MJ	0	1	-1	1	1	0	1	0	1	0	-1	1		-1	1	1	0	-1	1	1	0	0	1	1
MKN-45	0	1	-1	-1	1	0	0	-1	0	1	-1	0	-1	-1	0	-1	1	-1	0	1	-1	0	0	1
MKN7	1	0	-1	1	0	0	1	0	1	0	-1	1	-1	-1	0	0	0	-1	0	1	0	-1	0	1
MKN74	0	1	-1	0	0	1	1	1	1	0	-1	1	0	-1	1	0	1	-1	1	1	0	1	0	1
MOG-G-CCM	1	1	-1	1	1	1	0	1	1	1	-1	1		0	1	1	1	-1	1	1	1	1	1	1
MOLP-8	-1	0	-1	0	0	0	1	0	0	0	-1	0	-1	-1	0	-1	-1	-1	-1	1	0	-1	0	1
MOLT-16	0	0	-1	-1	0	0	-1	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	0	-1	0
MONO-MAC-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1
MOR/CPR	1		-1	0	1	1	1	1	1	0	-1	1		-1	0	0		-1	1	1		0	0	1
MPP 89	0	0	-1	1	1	0	1	0	1	0	-1	1	-1	-1	1	0	1	-1	1	1	0	0	0	1
MSTO-211H	0	0	-1	1	1	0	0	0	1	0	-1	0		-1	0	-1	0	-1	0	0	-1	0	0	1
NCI-H1048	0	1	-1	1	0	1	0	0	1	0	-1	0	-1	-1	1	0	1	-1	1	1	0	0	0	0
NCI-H1092	0	1	0	1	1	1	1	1	1	1	-1	1	-1	-1	1	1	1	0	1	1	0	1	0	1
NCI-H1155	0		-1	1	1	0	0	0	0	0	-1	1		-1	0	0		-1	1	0		0	0	0
NCI-H1184	0	1	-1	1	1	1	1	1	0	1	-1	1	-1	-1	0	1	0	-1	0	1	1	1	1	0
NCI-H1299	0		-1	0	1	0	0	0	1	0	-1	0		-1	0	-1		-1	-1	0	-1	0	0	0
NCI-H1339	0	0	-1	1	1	0	0	0	1	0	-1	0	-1	-1	0	0	0	-1	0	1	0	0	0	1
NCI-H1341	0	1	-1	0	0	1	0	0	1	0	-1	0	-1	-1	0	1	1	-1	1	1	0	-1	0	0
NCI-H1355	0	1	-1	1	0	0	0	0	1	0	-1	1		0	1	-1	0	-1	-1	0	-1	-1	0	0
NCI-H1373	0	1	-1	1	1	1	1	1	1	0	-1	1	0	0	1	1	1	-1	1	1	0	1	1	1
NCI-H1563	0	1	-1	1	1	0	1	0	1	0	-1	1		1	1	1	1	0	0	1	0	0	0	1
NCI-H1568	0	0	0	1	0	0	0	0	0	0	-1	0		-1	0	0	0	-1	0	0	-1	0	0	0
NCI-H1573	0	0	-1	1	0	0	0	0	1	0	-1	1		0	1	-1	0	-1	-1	0	0	0	0	0
NCI-H1581	1	0	-1	0	1	1	0	0	1	0	-1	1		-1	0	0	0	-1	0	1	0	0	0	1
NCI-H1648	0	0	0	1	0	0	1	0	1	0	-1	0		0	0	0	0	-1	0	0	-1	0	1	0
NCI-H1650	1	1	-1	1	0	0	0	1	0	-1	-1	0		0	1	1	1	-1	1	1	0	0	0	0
NCI-H1651	0	1	-1	1	0	0	0	0	1	1	-1	1		-1	0	1	1	-1	0	1	0	0	0	1
NCI-H1666	0	1	-1	1	-1	1	0	0	1	-1	-1	0	-1	-1	0	-1	1	-1	-1	1	0	0	0	-1
NCI-H1693	0	0	0	0	0	0	0	0	1	0	-1	1	-1	-1	0	-1	0	-1	0	1	0	0	0	0
NCI-H1694	0	1	0	1	0	1	1	1	0	0	-1	1	-1	-1	0	1	1	-1	1	1	0	1	1	1
NCI-H1703	0		-1	0	1	0	0	0	0	-1	-1	0		-1	0	0		-1	0	0		0	0	0
NCI-H1792	0	1	-1	1	1	0	1	0	1	0	-1	1		0	1	-1	1	-1	0	1	0	0	0	1
NCI-H1793	1	1	0	1	0	0	0	1	1	0		1		0	1	0	0	-1	0	1	0	1	0	1
NCI-H1869	0	1	-1	0	0	1	0	1	1	0	-1	1	0	0	1	0	1	-1	1	0	0	0	0	0
NCI-H1915	1	1	-1	1	1	1	0	1	1	0	-1	1	-1	-1	0	-1	0	-1	-1	1	-1	0	0	1
NCI-H1944	1	1	-1	0	1	1	1	1	1	0	-1	1		0	1	0	1	-1	0	1	1	1	1	1
NCI-H1975	0	1	-1	1	1	1	0	1	1	1	-1	1	0	0	1	0	1	-1	1	1	0	0	0	1
NCI-H2009	0	1	-1	0	1	1	0	0	1	0	-1	1	-1	-1	1	-1	1	-1	0	1	0	0	0	0
NCI-H2023	0	0	-1	0	1	0	1	0	1	0	-1	1		-1	1	0	0	-1	1	1	0	0	0	1
NCI-H2030	0	1	-1	1	0	1	0	1	1	0	-1	0	-1	-1	1	-1	1	-1	0	1	-1	0	0	0
NCI-H2052	0	1	-1	1	1	0	0	0	1	0	-1	0		-1	1	0	0	-1	0	1	-1	0	0	0
NCI-H2085	1	0	-1	1	0	0	0	0	0	0	-1	0		0	0	0	1	-1	0	0	0	-1	1	1
NCI-H2087	0	0	-1	1	1	1	0	1	1	0	-1	0		-1	1	-1	0	-1	-1	0	0	0	0	1
NCI-H211	0	0	-1	1	0	1	0	0	0	1	-1	0	-1	-1	0	0	0	-1	0	1	0	0	0	1
NCI-H2122	0	0	-1	0	0	1	0	0	1	0	-1	1	-1	-1	0	-1	0	-1	-1	0	-1	0	0	0
NCI-H2170	0	0	-1	1	-1	1	0	0	1	0	-1	1	-1	-1	1	0	0	-1	1	1	0	0	0	-1
NCI-H2172	1	1	0	1	1	1	1	1	1	1		1	0	1	0	1	1	-1	1	0	1	1	1	1
NCI-H2228	0	1	-1	1	1	1	0	0	1	0	-1	0	-1	-1	1	0	1	-1	1	1	0	-1	0	0
NCI-H226	0	1	-1	1	1	1	1	1	1	1	-1	0		-1	1	0	1	-1	1	1	0	0	0	1
NCI-H2286	0	-1	-1	0	0	-1	-1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0
NCI-H23	0	0	-1	1	1	0	0	0	0	0	-1	1		-1	-1	-1	1	-1	0	0	-1	0	0	1
NCI-H2444	0	1	-1	1	0	1	0	1	1	0	-1	1	-1	0	0	-1	0	-1	0	1	0	1	1	1
NCI-H2452	0	1	-1	1	1	0	0	1	1	0	-1	0	-1	-1	0	0	0	-1	0	0	-1	0	0	0
NCI-H28	0	1	-1	1	0	1	0	0	1	0	-1	1		0	1	0	0	-1	0	1	0	0	1	0
NCI-H322	0	1	-1	1	0	1	0	1	1	0	-1	1	-1	0	1	-1	1	-1	-1	1	0	0	1	0
NCI-H3255	0	0	-1	1	-1	1	-1	0	1	-1	-1	1	-1	0	1	0	1	-1	0	1	0	-1	1	-1
NCI-H358	0	1	-1	1	0	1	0	0	0	0	-1	1		-1	0	-1	0	-1	-1	0	0	0	0	0
NCI-H441	0	1	-1	1	1	0	0	1	1	0	-1	1	-1	-1	1	0	0	-1	0	1	0	0	0	1
NCI-H460	0		-1	1	1	1	1	1	0	0	-1	1		-1	1	0		-1	0	1	0	0	1	1
NCI-H520	0	1	-1	1	1	1	0	1	1	0	-1	1	-1	-1	0	1	0	-1	1	1	0	0	0	1
NCI-H522	0	1	-1	1	0	1	0	0	1	0	-1	0	-1	0	0	0	1	-1	1	1	0	0	0	1
NCI-H647	1	0	-1	0	1	1	0	1	1	0	-1	0		0	0	0	0	-1	1	1	1	1	1	1
NCI-H650	0	1	-1	0	1	1	1	1	1	0	-1	1		0	0	0	1	-1	0	1	0	0	0	1
NCI-H661	0	0	0	0	1	1	0	0	1	0	-1	1	-1	0	0	1	1	-1	1	1	0	0	1	1
NCI-H727	0	0	-1	1	0	1	0	0	0	0	-1	1	0	1	1	-1	1	0	0	1	1	0	1	1
NCI-H747	0	0	-1	1	0	1	0	0	1	0	-1	0		-1	0	-1	0	-1	-1	1	0	0	1	0
NCI-H810	0	0	0	1	1	0	1	0	0	1	-1	0	-1	0	0	1	1	-1	1	1	0	0	0	1
NCI-N87	0	0	-1	1	-1	0	-1	0	0	0	-1	1		-1	0	-1	0	-1	0	0	0	0	0	0
NCO2	0	-1	-1	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	-1	-1	0	-1	-1	-1	0
NIH:OVCAR-3	0	1	-1	1	0	0	-1	0	1	0	-1	0	-1	-1	1	0	1	-1	0	1	-1	-1	0	0
NUGC-3	0	0	-1	1	0	1	0	1	0	0	-1	0	-1	-1	0	-1	1	-1	0	0	0	0	0	0
NUGC-4	0	0	-1	0	-1	0	-1	0	1	-1	-1	1		-1	1	-1	0	-1	-1	1	0	1	0	-1
OC 314	1	1	-1	1	1	1	0	1	1	0	-1	1		-1	1	0	1	-1	1	1	0	1	0	1
OC 315	1	1	-1	1	1	1	1	0	1	0	-1	1	-1	-1	1	0	1	-1	0	1	0	1	0	1
OC 316	1	1	-1	1	1	1	1	1	1	0	-1	1	-1	-1	1	1	1	-1	1	1	0	1	0	1
OCI-AML2	0	0	-1	1	1	0	1	0	1	1	-1	0	-1	-1	1	-1	0	-1	-1	0	0	-1	0	1
OCI-AML5	-1	0	-1	0	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0
OCI-LY10	1		-1	1	1	1	1	1	1	1	-1	1		0	0	1		-1	0	1	0	1	1	1
OCUM-1	0	1	-1	1	1	0	1	0	1	1	-1	1	-1	-1	0	-1	0	-1	-1	1	0	0	0	1
OE21	0	0	-1	1	0	1	0	0	1	0	-1	1	-1	-1	-1	-1	0	-1	0	1	0	0	0	-1
OE33	0	1	-1	0	0	1	0	-1	1	0	-1	1	-1	-1	0	0	0	-1	0	1	0	0	1	0
ONCO-DG-1	0	0	-1	1	0	1	0	1	0	0	-1	1	-1	-1	1	0	0	-1	0	1	0	0	0	0
ONS-76	1	1	0	1	1	1	0	1	1	1	-1	0	-1	-1	1	-1	1		-1	1	0	1	0	1
OPM-2	0	1	-1	0	1	1	0	1	0	1	-1	1	-1	-1	1	0	1	-1	1	1	1	0	1	0
OV-90	0	0	-1	1	1	1	1	0	1	1	-1	1	-1	-1	0	-1	1	-1	-1	1	0	-1	1	1
OVCAR-4	1	1	-1	1	1	1	1	1	1	1	-1	0	0	-1	-1	0	1	-1	1	1	0	0	1	1
OVCAR-8	0	0	-1	1	0	1	0	0	1	0	-1	0	-1	-1	1	0	1	-1	1	1	0	0	0	0
OVMANA	0	1	-1	1	0	0	0	0	1	0	-1	0	-1	-1	0	1	1	-1	0	0	0	0	1	1
OVSAHO	1	1	0	1	1	1	0	1	1	1	-1	1	0	0	1	0	1	-1	0	1	0	0	1	1
OVTOKO	0	1	-1	1	0	0	0	1	1		-1	0	-1	-1	1	0	1	-1	1		-1	0	0	0
P12-ICHIKAWA	0	0	-1	0	0	0	1	0	0	0	-1	0	-1	-1	0	-1	0	-1	0	0	-1	-1	0	0
P31/FUJ	0	1	-1	0	1	0	1	0	0	1	-1	0	-1	-1	0	-1	1	-1	-1	1	-1	0	0	0
P3HR-1	0	1	-1	0	1	1	1	1	1	0	-1	1		-1	0	1	0	-1	1	1	1	1	1	1
Panc 02.03	0	1	-1	1	0	0	0	0	1	0	-1	0	-1	-1	1	-1	0	-1	-1	1	0	0	0	0
Panc 03.27	0	1	-1	1	0	1	0	0	0	0	-1	1	-1	-1	-1	-1	1	-1	0	1	-1	0	1	1
Panc 04.03	0	0	-1	1	0	1	0	0	1	1	-1	1	0	0	1	-1	1	-1	0	1	0	0	1	1
Panc 10.05	0	1	-1	1	0	1	0	0	1	0	-1	0	-1	-1	1	-1	1	-1	-1	1	0	0	1	0
PA-TU-8902	0		-1	0	1	1	0	1	1	0	-1	1		-1	0	-1		-1	0	1		0	0	1
PC-14	0		-1	0	0	1	-1	0	0	-1	-1	1		-1	0	0		-1	0	1		0	0	-1
PC-3	1	1	-1	1	1	1	0	1	1	0	-1	1	0	0	1	1	1	-1	1	1	0	0	0	0
Pfeiffer	0	0	-1	0	1	1	0	0	1	-1	-1	1		-1	0	0	0	-1	1	1	-1	0	0	0
PK-1	0	1	-1	1	0	1	0	1	1	0	-1	0	-1	-1	1	-1	1	-1	0	1	0	0	0	0
PK-45H	0	1	-1	1	1	1	0	0	1	0	-1	1	-1	0	1	-1	1	-1	-1	0	0	0	0	1
PK-59	0	1	-1	1	0	1	0	1	1	1	-1	1	-1	-1	1	-1	1	-1	0	1	0	0	0	1
PL45	0	1	-1	1	1	0	0	1	1	0	-1	1	-1	-1	1	-1	1	-1	0	1	1	0	1	1
PLC/PRF/5	0	0	-1	1	0	0	0	0	1	0	-1	1	-1	0	1	0	0	-1	0	1	-1	0	0	1
PSN1	0		-1	0	1	1	1	1	0	1	-1	1		-1	1	-1		-1	-1	1		0	1	1
QGP-1	0		-1	0	1	1	0	1	1	1	-1	0		0	0	-1		-1	-1	0		0	0	0
Raji	1	1	0	1	1	0	1	1	1	0	-1	1		-1	1	0	1	-1	1	1	0	1	1	1
RD	0		-1	0	1	1	0	0	1	0	-1	1		-1	0	-1	1	-1	-1	1	0	0	1	1
Reh	0	0	-1	1	1	0	1	0	0	1	-1	1		-1	0	1	0	-1	1	0		0	0	1
RERF-GC-1B	0	1	0	1	0	1	-1	1	1	-1	-1	1		-1	1	0	1	-1	0	0	1	0	0	1
RERF-LC-AI	0	1	-1	1	1	1	1	1	1	1	-1	1	-1	-1	1	0	1	-1	0	1	0	0	0	1
RERF-LC-MS	1	1	-1		1	1	1	1	1	0	-1	1		0		0	1	-1		1	1	1	1	1
RKN	1	0	-1	1	1	0	0	1	1	0	-1	1	-1	-1	1	-1	0	-1	-1	1	0	1	1	1
RKO	0	0	-1	1	1	0	0	0	1	0	-1	0	-1	-1	1	-1	0	-1	-1	0	0	0	0	1
RL95-2	0	1	-1	1	0	0	0	0	1	0	-1	1	-1	0	1	-1	0	-1	-1	1	-1	0	0	0
RPMI-7951	0		-1	0	1	1	0	0	1	0	-1	1		-1	0	0		-1	0	0	0	0	0	1
RPMI-8402	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	1	-1	-1	0	1	0	-1	0	0
RT-112	-1	1	-1	1	0	0	0	0	1	0	-1	0	-1	-1	1	-1	0	-1	0	1	0	-1	-1	1
RT4	0	0	-1	0	0	0	-1	0	1	-1	-1	0	-1	-1	0	-1	0	-1	0	1	0	-1	-1	0
RVH-421	1	1	-1	1	1	0	1	1	1	0	-1	1	0	0	1	-1	0	-1	-1	-1	0	1	0	1
Saos-2	0	0	-1	1	0	1	0	0	1	0	-1	1	-1	-1	1	1	1	-1	1	1	0	0	0	1
SBC-5	0	0	-1	1	1	0	1	0	1	1	-1	0	-1	-1	1	0	1	-1	0	1	0	0	0	1
SCaBER	0	1	-1	1	0	1	0	1	1	0	-1	0	-1	-1	0	-1	0	-1	0	1	0	0	0	-1
SCC-9	0		-1	0	0	1	0	1	1	-1	-1	1		-1	0	-1		-1	0	1	0	1	0	-1
SF126	0	0	-1	1	1	1	0	1	1	0	-1	0	-1	-1	1	0	1	-1	1	1	0	0	0	1
SF-295	0	1	-1	1	1	1	1	0	1	1	-1	1	-1	-1	1	0	1	-1	1	1	0	0	0	1
SF8657	0	1	-1	1	1	1	1	1	1	1	-1	1	0	0	1	0	1	-1	0	1	0	0	0	1
SH-10-TC	1	1	-1	1	1	1	1	1	1	1	-1	0	0	0	0	1	1	-1	1	1	0	0	1	1
SHP-77	1	1	-1	1	1	1	1	0	1	1	-1	1	0	0	1	0	1	-1	1	1	1	0	0	1
SIG-M5	-1	-1	-1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0
SIMA	-1	0	-1	1	0	0	0	0	0	0	-1	0	-1	-1	0	-1	0	-1	0	1	-1	-1	0	1
SJRH30	0	1	-1	1	1	1	1	0	0	0	-1	0		-1	1	1	1	-1	0	1	0	-1	0	1
SJSA-1	0		-1	0	1	0	0	0	1	0	-1	0		-1	0	0	0	-1	0	1	0	0	0	1
SK-BR-3	0	1	-1	1	-1	1	1	1	1	0	-1	0	-1	-1	1	1	1	-1	1	1	0	1	1	0
SK-CO-1	0	0	-1	1	0	0	0	0	0	0	-1	1		-1	1	-1	1	-1	-1	1	0	-1	0	0
SK-ES-1	0	0	-1	1	1	1	0	0	0	0	-1	0	-1	-1	1	1	0	-1	0	0	-1	-1	0	0
SK-HEP-1	0	1	0	1	1	0	1	1	1	1	-1	1	0	0	1	0	1	-1	0	1	-1	1	0	1
SK-LMS-1	0		-1	0	0	0	0	0		0	-1	1		-1	-1	-1		-1	0	0		0	0	0
SK-LU-1	0	1	-1	0	0	0	0	0	1	0	-1	1	-1	-1	0	-1	0	-1	0	0	-1	0	0	0
SK-MEL-2	1	0	-1	0	0	-1	1	1	1	1	-1	0	-1	0	0	-1	1	-1	0	1	0	0	0	1
SK-MEL-24	0	0	-1	1	1	1	0	1	1	0	-1	1	-1	0	0	-1	1	-1	-1	0	0	0	1	1
SK-MEL-30	1	1	0	1	1	1	1	1	1	1	-1	1	0	0	1	-1	1	-1	-1	1	0	1	1	1
SK-MEL-31	0	0	-1	1	0	1	1	0	1	0	-1	1	0	0	0	0	1	-1	0	1	0	0	0	1
SK-MEL-5	0	1	0	1	1	0	1	1	1	1	-1	0	-1	-1	0	-1	1	-1	-1	-1	-1	0	0	1
SK-MES-1	0		-1	0	-1	0	-1	0		-1	-1	0		-1	-1	-1		-1	0	0		-1	0	-1
SK-MM-2	0	0	-1	0	0	1	0	0	1	0	-1	0	0	-1	0	-1	0	-1	0	1	-1	0	0	0
SK-N-AS	0		-1	1	1	1	1	0	1	0	-1	1		-1	0	-1	0	-1	-1	1		0	1	1
SK-N-BE(2)	0	0	-1	1	1	1	1	0	0	0	-1	1	-1	-1	1	-1	-1	-1	0	1	0	-1	0	1
SK-N-DZ	0		-1	1	1	1	0	0	0	0	-1	1		-1	0	1	0	-1	0	1	0	0	0	1
SK-N-FI	-1		-1	0	1	1	0	1	0	0	-1	0		0	0	0		-1	0	1	0	-1	0	1
SK-N-SH	-1	0	-1	0	0	0	0	0	1	0	-1	0		-1	0	0	0	-1	0	0	0	-1	0	0
SK-OV-3	0	1	-1	1	0	0	0	1	1	0	-1	1	-1	-1	-1	0	1	-1	1	1	0	0	0	0
SNG-M	1	1	-1	0	0	1	0	1	0	0	-1	1	-1	-1	1	0	1	-1	0	1	-1	0	0	0
SNU-1	0	0	-1	1	1	0	0	0	1	1	-1	0		-1	1	-1	0	-1	0	1	0	0	0	1
SNU-16	0	0	-1	0	0	1	1	0	0	-1	-1	0		-1	1	0	0	-1	1	0	-1	-1	-1	1
SNU-182	0	1	-1	0	1	1	0	1	1	0	-1	1		0	1	0	1	-1	0	1	0	0	1	0
SNU-387	0		-1	0	0	0	0	0	1	0	-1	0		0	0	0		-1	1	0		0	1	0
SNU-398	0		-1	0	1	0	0	0	0	0	-1	0		-1	0	-1		-1	0	0	0	0	0	1
SNU-423	1	1	-1	0	1	1	1	1	0	1	-1	1		0	0	1	0	-1	1	1	0	1	1	1
SNU-449	0	1	0	1	1	1	0	1	1	0	-1	0	0	0	1	0	1	0	1	1	0	1	1	1
SNU-475	0		-1	0	0	0	0	0	1	0	-1	0		-1	-1	0		-1	0	0	0	0	0	0
SNU-C2A	0	1	-1	1	1	0	0	0	1	0	-1	0		-1	0	0	1	-1	0	1	0	0	1	1
SNU-C2B	0	0	-1	1	0	0	0	0	0	-1	-1	1		-1	-1	-1	1	-1	-1	1	0	0	0	1
Sq-1	0		-1	0	0	1	0	1	1	-1	-1	0		-1	-1	0		-1	0	0		0	0	0
SU.86.86	0		-1	1	1	1	1	1	1	0	-1	1		-1	0	0	1	-1	0	1	0	1	1	1
SU-DHL-10	0	1	-1	1	0	1	1	0	0	0	-1	1	-1	-1	1	0	0	-1	1	1	0	0	0	1
SU-DHL-4	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	0	-1	-1	0	0	0	-1	0	0
SU-DHL-6	0	0	-1	-1	0	1	0	0	-1	0	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	1
SU-DHL-8	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0
SUIT-2	0	1	-1	1	1	1	0	1	1	0	-1	0	-1	-1	1	-1	1	-1	-1	1	0	0	0	0
SUP-M2	1	1	-1	0	1	1	1	0	1	1	-1	1	-1	-1	-1	0	0	-1	0	1	0	-1	1	1
SUP-T1	0	0	-1	1	1	1	0	1	1	0	-1	1		-1	0	1	1	-1	1	1	1	0	1	1
SW 1088	1	0	-1	1	0	1	1	1	1	1	-1	1		0	1	1	1	-1	1	1	0	0	0	1
SW 1271	0	0	-1	0	1	0	0	0	1	0	-1	1	-1	-1	0	-1	1	-1	0	0	0	0	1	1
