	MaxAbsEStateIndex	MaxEStateIndex	MinAbsEStateIndex	MinEStateIndex	qed	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BCUT2D_MWHI	BCUT2D_MWLOW	BCUT2D_CHGHI	BCUT2D_CHGLO	BCUT2D_LOGPHI	BCUT2D_LOGPLOW	BCUT2D_MRHI	BCUT2D_MRLOW	AvgIpc	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	MolLogP	MolMR	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea
I-BET151	12.894515639066054	12.894515639066054	0.21183342781557024	-0.26269993491223675	0.4731355122442207	415.45300000000015	394.2850000000002	415.164439532	156	0	0.3266418035161093	-0.49608380259175516	0.49608380259175516	0.3266418035161093	1.1935483870967742	2.032258064516129	2.7096774193548385	16.468460448345684	10.000271310973625	2.2156546991817687	-2.1507642476536657	2.3856716538525844	-2.2145756278061572	6.044638378446878	0.39304277368018603	3.302534323282648	1.8197550806235658	1460.9535828828105	21.69794165489025	17.632401406908432	17.632401406908432	14.99040230064194	9.943901781339408	9.943901781339408	7.520023520733353	7.520023520733353	5.6679051394282345	5.6679051394282345	4.189833683197565	4.189833683197565	-3.94	18454271.17548299	19.049067127620802	7.085475680714683	2.905207400715889	177.0521078978709	14.243936411720606	11.509759252158346	0.0	0.0	0.0	5.689743398203474	14.53505668968577	4.794537184071822	0.0	0.0	11.223030325587056	45.03667987291831	17.146519277774868	52.849891576281266	9.259957890773396	21.936326367313576	0.0	24.675698467758423	0.0	26.813052428219834	7.109797541277533	70.35790647638086	0.0	16.876414816677897	10.426606352003523	0.0	5.749511833283905	0.0	31.785496009035956	0.0	13.847474399381248	30.11368143740995	52.04315460657938	0.0	33.063229350707566	0.0	98.83000000000001	0.0	4.794537184071822	0.0	11.731584227351433	17.026459969774606	38.93438462278823	0.0	24.07058433229504	51.10304694137992	20.10859881996707	9.259957890773396	12.790791711848119	0.0	24.841373509280253	4.874927078872995	5.25673131342861	1.361521607326497	9.2884765975477	3.4113043618995653	5.719392931453267	1.6221475550096582	0.21739130434782608	31	1	8	0	0	0	1	4	5	7	1	8	4	0	0	0	5	4.1625400000000035	117.43270000000001	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
lomeguatrib	5.645046296296297	5.645046296296297	0.1499630994373058	0.1499630994373058	0.7709472774108496	326.17900000000003	318.115	324.9632929760001	92	0	0.24495021558993693	-0.47028329902760463	0.47028329902760463	0.24495021558993693	1.4444444444444444	2.3333333333333335	3.111111111111111	79.91873110160634	10.464403491727134	2.097895340130632	-2.0418186047122764	2.2365847720451906	-2.010086376897709	9.103189499113347	0.30077094100802854	2.9406932530301195	1.8749109290158508	694.4524452923746	12.535169427003234	9.052609698381879	11.45510281842431	8.720346690612276	5.044769864023201	6.717420944835448	3.5080138686176614	5.419471313190709	2.242647254987498	3.913773255931944	1.496095918396267	2.858294735746811	-1.67	23801.971190025786	11.422089649390202	4.540804638719549	2.160522942238544	114.36455513811907	15.454508951909443	12.123582682129179	5.647177220767728	11.828327617421866	0.0	0.0	0.0	4.9839785209472085	9.967957041894417	11.336785877934737	0.0	21.99631096641096	14.72992947999963	6.3273200747645415	4.736862953800049	44.37894699525457	0.0	19.935914083788834	0.0	6.606881964512918	5.733667477162185	27.12361662322578	0.0	5.879988336435371	10.470530430962235	5.948339280986494	5.879988336435371	27.266729775884087	19.935914083788834	6.606881964512918	0.0	4.8771471937013	22.24646942952448	0.0	11.16387793838399	0.0	89.71000000000001	0.0	0.0	0.0	5.948339280986494	23.65074823933228	9.349866709533714	6.3273200747645415	11.336785877934737	11.446429838927525	35.86585798173818	10.470530430962235	6.686702438691526	5.004713272654741	16.10798609798858	1.9988289714033762	6.753056303539935	0.5661875892332244	1.9993735827664398	1.5350961881666247	0.43138888888888904	0.0	0.1	18	3	6	0	0	0	0	3	3	6	2	8	3	0	0	0	3	2.3381	72.4471	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
JW-480	12.0565289676987	12.0565289676987	0.3070368397094101	-0.40843595154110957	0.6883449024808289	333.431	310.24700000000007	333.17287897600005	128	0	0.412121333401174	-0.41005076522531253	0.412121333401174	0.41005076522531253	0.96	1.68	2.48	16.550420606026062	10.0256121418405	2.103884036803091	-2.126867244530314	2.2537888351950692	-2.286524349424484	5.825612458548617	0.19983383863489024	2.616367812194046	1.5536772838535549	870.5400353347559	17.648053602125596	14.658913373576334	14.658913373576334	12.131030293135236	8.655589299948245	8.655589299948245	6.440325842100128	6.440325842100128	4.240564265279369	4.240564265279369	2.889591268877129	2.889591268877129	-2.8099999999999987	547995.6218962307	17.02736630276947	7.841318415495764	4.383912278796568	148.18474405683455	10.05365155780638	5.749511833283905	0.0	0.0	0.0	6.093240070938415	0.0	4.794537184071822	0.0	0.0	74.51114508399735	40.3044461498726	6.544756405912575	0.0	9.53140013787187	16.865688499868007	0.0	5.316788604006331	0.0	26.18620206846865	6.544756405912575	77.85694073647171	0.0	5.749511833283905	10.05365155780638	4.794537184071822	5.749511833283905	0.0	12.63799647685099	6.4208216229260096	0.0	30.89228342893663	66.73003775307771	0.0	10.772448428929591	0.0	38.33	6.093240070938415	4.794537184071822	0.0	0.0	18.212174285357875	11.984273114623004	16.335899920626588	0.0	36.39820241076966	49.49609834569563	4.736862953800049	5.464958632570465	0.0	12.0565289676987	5.274666016663568	2.2303331036370917	0.9326897492764612	22.303995815221224	0.3611688765012184	4.708992171764608	0.0	0.22727272727272727	25	1	3	0	0	0	3	0	3	2	1	3	5	0	0	0	3	5.294300000000004	102.20970000000005	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS-195614	13.038784530047607	13.038784530047607	0.05081404287682423	-1.0021524293580162	0.38403911804243646	448.52200000000016	424.33000000000027	448.17869262799996	168	0	0.33518083886546607	-0.47763923618930076	0.47763923618930076	0.33518083886546607	0.9411764705882353	1.6764705882352942	2.4411764705882355	16.365596712095922	9.71666718168393	2.2913977835887622	-2.322624335921265	2.41598153312679	-2.226676856677849	6.052092279056088	0.06964491194257065	2.836267377566842	1.5086667413146133	1466.7485244964134	23.871668241257186	19.000934321768952	19.000934321768952	16.31450027064264	11.166914341095502	11.166914341095502	9.219490834860336	9.219490834860336	6.4087535120589925	6.4087535120589925	4.466698590571957	4.466698590571957	-4.249999999999998	55478115.98965609	21.588134430727024	8.266908212560386	3.9669586335202087	197.3381469096577	10.423315998847038	0.0	0.0	0.0	5.907179729351506	5.969305287951849	9.77851570501903	4.794537184071822	0.0	0.0	44.18896278006157	77.06675615347893	28.397357044155427	11.080152209313258	14.69560176298435	34.03990075413724	0.0	4.9839785209472085	0.0	25.683286491704038	5.316788604006331	112.8865259584713	0.0	0.0	5.316788604006331	5.687386274683562	0.0	0.0	21.96699093309127	5.41499046939678	0.0	57.67462784893587	85.0692684999863	0.0	16.476029462150322	0.0	79.29	5.969305287951849	9.589074368143644	0.0	16.88562169044528	11.250837766380558	34.023754068470325	17.696185628620217	12.13273413692322	42.59504598238274	42.35699576809189	5.106527394840706	0.0	0.0	28.74315984433298	13.01258639216318	6.483473004307603	-1.2472995930342199	22.146885908184903	5.0248765395187025	4.419651237860181	0.0	0.13793103448275862	34	2	5	1	0	1	3	1	4	3	2	5	4	0	0	0	5	6.298300000000005	134.26149999999996	0	0	0	0	1	1	0	0	1	1	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BRD-K07442505	12.87000181090955	12.87000181090955	0.243298742336441	-0.3214326919039219	0.6166840402714641	405.48300000000006	386.33100000000013	405.1259458480001	146	0	0.30269752182115484	-0.49164280280511136	0.49164280280511136	0.30269752182115484	1.1379310344827587	1.896551724137931	2.689655172413793	32.133491536115	10.167122493678958	2.3236554702975885	-2.0934526086801752	2.294127149984178	-2.2745315165475843	7.140312582455292	-0.11167244146728102	3.3342735142297126	1.5462920773393292	1091.2156163581876	20.216967702877938	15.99420872647423	16.810705307401957	14.169035095596021	9.135813202429922	10.015466013684819	6.185097534735624	7.021650427196765	4.205513857382705	5.021667727722887	2.8157598932722827	3.596220789213439	-3.519999999999999	7029102.02919417	18.825316247948493	8.236194441406676	3.878061135231002	171.90510451138564	4.736862953800049	5.749511833283905	5.711685002770702	5.131558479839333	0.0	5.907179729351506	10.220328581182207	4.9839785209472085	15.21172757543398	11.336785877934737	42.46456947923127	25.980208536304467	10.94351426216291	23.699881236815646	9.53140013787187	39.486280367350545	0.0	4.9839785209472085	10.202815051479446	13.847474399381248	17.041585885577835	59.9773663866204	0.0	17.00689131982936	15.171566874864965	10.818944754522896	5.749511833283905	11.336785877934737	28.921410220353035	4.794537184071822	0.0	13.847474399381248	70.18018143809985	0.0	11.257379486545457	0.0	79.17999999999999	0.0	4.794537184071822	0.0	11.618864732122208	28.887023555090423	11.257379486545457	16.34569840188927	6.923737199690624	66.90110358631102	20.61258496953704	4.736862953800049	5.575430599045179	1.3644747744138974	17.429673633929134	12.337962379715172	6.165029490892275	0.34863236107321927	17.24664417265038	0.0	4.198819254947407	0.0	0.14285714285714285	29	1	7	0	1	1	2	1	3	7	1	8	6	0	0	0	4	4.399400000000003	116.8137	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
BRD-K35604418	9.875333989720264	9.875333989720264	0.3259410955740323	-0.5434193045777638	0.5885162246807523	347.44000000000005	326.27200000000005	347.13036253199994	128	0	0.20563835365740646	-0.5041608153393075	0.5041608153393075	0.20563835365740646	1.125	1.875	2.625	32.13344385042819	9.961636821765923	2.128114377917753	-2.1629091870977906	2.356546729582806	-2.1856523047605227	7.067294605689848	0.3673065968779534	2.929587241885336	1.9156442329493866	816.9736396489222	17.10408352775558	13.513815115344482	14.330311696272208	11.558550648063804	8.052395424261956	8.932048235516849	6.0080932542841365	6.844646146745282	4.1912894358168895	5.139416598776245	2.7893118821149434	3.6660284879293825	-2.2800000000000002	365589.05108935485	16.573336707910446	7.086445319700724	3.4555327203893995	143.61566807370122	15.319582184522117	0.0	11.49902366656781	10.55091448674598	0.0	0.0	4.992404732635669	4.676102440895408	5.101407525739723	11.336785877934737	19.26246486877803	31.898114582465862	10.94351426216291	17.950369403531738	15.319582184522117	17.551386457470052	0.0	4.676102440895408	10.093812258375392	45.069686143468644	0.0	33.57157904739667	0.0	17.248535499851716	4.801402653462074	0.0	17.248535499851716	11.336785877934737	32.2521260341008	0.0	6.923737199690624	43.361487601175504	27.606609165764525	0.0	0.0	0.0	90.34	11.49902366656781	15.319582184522117	0.0	5.749511833283905	11.605292320844956	23.336973894162554	37.609799585236566	16.012888318830147	12.30379997015654	5.101407525739723	4.992404732635669	1.7387074829931972	1.5454176902242376	5.652681878306879	35.21634226478275	1.2780702790375416	-1.2980429958611144	3.1597632367532262	7.42741615183753	1.9463106785924247	0.0	0.4117647058823529	24	3	6	1	0	1	1	1	2	7	3	7	3	1	0	1	3	3.090420000000003	93.91040000000002	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SB-743921	13.897701177323292	13.897701177323292	0.04029593936340037	-0.4767157974300842	0.2740283580635268	517.0690000000002	483.8050000000003	516.217970596	192	0	0.2539848367273647	-0.4582314597267344	0.4582314597267344	0.2539848367273647	1.027027027027027	1.7297297297297298	2.3783783783783785	35.49569222844176	9.913924552983888	2.333437823766734	-2.347351282762961	2.3457819922576673	-2.3966127332362044	6.307391770038591	0.0587164859777579	2.8833763714586493	1.9286690328884086	1429.059590296128	26.52636877963644	21.538604102491355	22.294533048509813	17.79493275328225	12.665661028185593	13.04362550119482	9.772502046486338	10.208937826958323	6.6018487037244	6.836945806512139	4.723705551542624	4.885797643255231	-3.409999999999999	174365427.4297471	26.647342611796102	11.75918629265323	5.95029626264366	222.4075288255206	15.05072814506601	11.343267560516685	5.428790391900541	0.0	5.907179729351506	0.0	9.589074368143644	0.0	0.0	0.0	73.47643526054202	55.63614104023403	35.18148139443551	11.428065043612756	9.211688121125169	28.477363975691063	0.0	4.899909730850478	11.651573523323577	39.654695674071846	13.08951281182515	116.05641909691548	0.0	0.0	11.162457869062726	0.0	0.0	11.600939890232516	23.896602272027135	6.4208216229260096	12.841643245852017	59.11872742118946	82.0080929426645	5.022633313741326	10.969244356107037	0.0	76.53999999999999	6.041840829147961	9.589074368143644	0.0	17.253876167413438	58.81018412979397	11.126902983393991	0.0	18.19910120538483	80.26842494607683	0.0	21.751758304448046	6.506778680608046	6.26887562516511	29.587974063758246	0.9529467551838242	9.382721009088403	0.3372540137454152	21.946505101700705	1.0160968897558003	6.945292305438895	0.0	0.2903225806451613	37	2	5	0	0	0	3	1	4	4	1	6	9	0	0	0	4	6.533920000000006	150.20789999999977	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSK525762A	12.42603396406517	12.42603396406517	0.08569827622406945	-0.48442318594104306	0.6786134146458529	423.90400000000017	401.7280000000001	423.146202624	154	0	0.22212121645897015	-0.49674176885577	0.49674176885577	0.22212121645897015	1.2	1.9666666666666666	2.6666666666666665	35.49569187718777	9.996353947572738	2.294061353147673	-2.136879980535025	2.3392277757498046	-2.2463727552571515	6.303910126180884	-0.12089444355131002	3.0623577803921025	1.9557445667314508	1121.056618104041	21.25034789769755	17.01633115182689	17.772260097845344	14.511570350697117	9.725856557869651	10.103821030878878	6.981929810164519	7.418365590636504	5.002957228383927	5.254933543723412	3.62177561716467	3.7477637748344126	-3.189999999999999	7633122.758525261	20.097816238840622	8.277420660932298	3.6815276611729106	179.3096969570765	10.05365155780638	17.61575716043179	5.824404497999927	5.907179729351506	0.0	0.0	14.354041564498846	0.0	0.0	10.197363616602075	23.733674027155736	44.179309741689295	22.694292703047893	24.929690441657804	9.53140013787187	23.219804622354722	0.0	20.08125186839976	4.992404732635669	26.31013685145522	13.65455394719011	70.26291477236644	0.0	11.436898107967467	10.05365155780638	0.0	5.749511833283905	11.600939890232516	40.03788194370575	4.794537184071822	6.923737199690624	42.16211163115844	47.45697421186694	5.022633313741326	5.687386274683562	0.0	81.4	6.041840829147961	4.794537184071822	0.0	12.328001352277514	23.141306050937732	28.35037875884818	0.0	7.109797541277533	60.879143526403865	15.514152220608405	21.330207576668236	7.430086820485599	6.104154118459442	17.428989368449145	12.119089376248919	3.407921312043337	1.9873324614042815	12.823357461297277	0.17478826355645127	4.338889856804199	1.6298354056957953	0.2727272727272727	30	1	7	0	1	1	2	1	3	6	1	8	5	0	0	0	4	3.6560200000000025	115.78070000000001	0	0	0	0	0	3	0	0	0	0	1	1	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMER-3	12.072227891156462	12.072227891156462	0.1314814814814813	-0.1314814814814813	0.44636918269309567	224.17899999999997	220.147	224.033425368	80	0	0.24361204938361716	-0.2867421685720022	0.2867421685720022	0.24361204938361716	0.8823529411764706	1.5294117647058822	2.2941176470588234	16.564005073990423	10.108245990318906	2.3003209603379475	-1.949068343712599	2.3364351113443047	-1.9918547338553942	6.197940056660033	0.10344957280884326	2.922760105315501	2.158660963375074	777.9924085518942	11.40541291500631	8.414752039686062	8.414752039686062	8.34333659290053	4.988263572591543	4.988263572591543	3.7069657598923658	3.7069657598923658	2.7561873121908844	2.7561873121908844	1.9992025448574664	1.9992025448574664	-2.6300000000000003	22014.229113236353	8.513731425054411	2.7309969285167632	0.9627985080799984	94.26642871760889	0.0	11.387855989696922	0.0	17.077599387900396	0.0	0.0	4.794537184071822	14.596995978787767	0.0	0.0	24.26546827384644	10.31332651425089	11.126902983393991	0.0	9.423576120965171	17.077599387900396	0.0	20.281283556145308	0.0	0.0	0.0	35.5228477603919	0.0	11.257379486545457	0.0	0.0	0.0	0.0	26.064528502510246	0.0	0.0	16.051916670617278	28.89450721073979	0.0	22.55173392808091	0.0	81.77000000000001	0.0	4.794537184071822	0.0	11.430422167132667	22.598484702161645	5.563451491696996	0.0	6.06636706846161	18.19910120538483	24.910322493038656	0.0	4.530418083900226	0.0	20.46111678004535	7.204652777777778	2.8318065003779296	-0.1314814814814813	7.270154006046863	0.0	0.0	0.0	0.0	17	0	6	1	0	1	1	2	3	6	0	6	0	0	0	0	4	1.2241999999999995	56.2625	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NVP-ADW742	6.37387045924269	6.37387045924269	0.4682095751850647	0.4682095751850647	0.4108544963312212	453.5900000000002	422.34200000000027	453.25286061199995	174	0	0.14586778516653287	-0.4888943103701783	0.4888943103701783	0.14586778516653287	0.9705882352941176	1.7941176470588236	2.6176470588235294	16.4769911107563	9.794711491563806	2.3357260964967135	-2.382954508182593	2.4320852951229237	-2.3547372017922186	6.003917776415673	0.14549577775037134	3.493861203073333	1.2529525282496423	1272.7060012623663	22.907202147189924	19.436860690610843	19.436860690610843	16.74231607846689	12.349294449786935	12.349294449786935	9.708634619641055	9.708634619641055	7.351338929082693	7.351338929082693	5.506969368782916	5.506969368782916	-3.379999999999999	118256342.80341317	21.1732470292037	9.105175321519985	4.140039538352118	199.9367123664934	19.93753980960407	30.14875387116412	0.0	0.0	0.0	0.0	0.0	9.967957041894417	0.0	0.0	42.46456947923127	67.9503424700078	24.346892298370605	5.386224214464796	4.736862953800049	16.85126421306755	0.0	19.43496642053625	5.917906046161393	38.33200928536492	25.36793669489991	72.68491875422912	0.0	16.876414816677897	10.470530430962235	5.817862777835028	5.749511833283905	0.0	39.06923563827398	6.606881964512918	5.917906046161393	37.288578812549	67.12146726253211	0.0	22.160304418626513	0.0	69.2	0.0	0.0	0.0	0.0	18.46658557149591	39.39117378976881	45.31755570944176	6.3273200747645415	30.33183534230805	49.897278265995766	10.470530430962235	8.420510747044803	0.0	11.58142986620398	0.9358354515921257	10.599197880667713	2.1455473877943074	18.929577985821815	8.909053131844674	4.312180882363912	0.0	0.35714285714285715	34	2	6	1	1	2	2	2	4	6	1	6	7	1	1	2	6	5.306400000000005	135.5853999999999	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clofarabine	14.068549697656842	14.068549697656842	0.06149237318384149	-1.7365599017384732	0.648649936215886	303.68100000000004	292.59299999999996	303.0534451120001	108	0	0.22595283837058847	-0.3935666899883442	0.3935666899883442	0.22595283837058847	1.5	2.25	2.9	35.495701606293274	10.143353716662391	2.4502192281561976	-2.145082942791679	2.3360494680837376	-2.300326855502365	6.2830954119446	-0.045904279287274086	2.930859771700486	2.0706641278559674	653.0999260663426	14.43879310982592	10.01866720580637	10.774596151824825	9.524075805453155	5.766192184095671	6.144156657104899	4.384621991199512	4.722683693090919	3.1690148083897105	3.338045659335413	2.175375399323352	2.3464822757445534	-1.55	48948.28904716982	13.433853515940244	4.774038711862521	1.9008817218355494	116.52072798085469	20.683585220643646	17.72463349311287	23.864616564847918	5.283586320044258	0.0	0.0	4.567099647791355	9.374393568622029	9.967957041894417	0.0	0.0	11.600939890232516	0.0	12.934202039277459	19.34033279115628	28.582680606451532	0.0	19.519035210632982	0.0	24.607509341741768	12.340549441675103	11.6109063948088	0.0	0.0	5.733667477162185	10.208277825509848	0.0	11.600939890232516	54.7185801358342	4.736862953800049	0.0	6.22790117073487	6.3273200747645415	5.283586320044258	11.16387793838399	0.0	119.31	31.214391306254686	9.496942442515525	0.0	22.265327036263276	0.0	0.0	10.894419722555895	0.0	0.0	14.951935562841626	27.177997716035456	20.60621693121693	5.7132547905993665	11.652237811791384	18.55140994618012	6.101056153943059	0.06149237318384149	0.0	-4.077131834215169	-0.49742506158842126	0.0	0.5	20	4	8	0	1	1	0	2	2	8	3	10	2	0	1	1	3	-0.3494000000000003	66.64400000000002	0	2	2	1	0	4	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XL765	13.452715485803646	13.452715485803646	0.008162615044795096	-4.104695698763384	0.1826822901893496	599.6690000000002	570.4370000000004	599.1838546480002	220	0	0.26265036855264573	-0.4965439164326078	0.4965439164326078	0.26265036855264573	0.7209302325581395	1.3488372093023255	1.9534883720930232	32.23327313558851	10.111802494214935	2.1991592240512734	-2.1510914555350986	2.31417642791281	-2.1627075236597437	7.923377456944973	0.10216826682907765	3.009952930429888	1.4059124157801786	1890.7913523237562	30.56190268556917	23.835068992901725	24.651565573829448	20.682534873448475	13.046052420633437	14.52921566822783	9.4042760955359	11.086678336945415	6.508502167944766	7.863348039592067	4.242813605226953	5.251914129198426	-5.359999999999999	3814880322.195075	29.14332524054588	12.249139922372732	6.596373519719826	248.46087703510395	24.844166069412807	17.248535499851716	11.635725555670057	0.0	15.930470882759089	0.0	9.51663204852391	18.385754026223353	0.0	0.0	18.19910120538483	61.0181252390805	35.13732524644895	37.2582775345829	27.422923029800906	49.97437042302879	0.0	9.967957041894417	0.0	11.819220675208399	36.685064696297346	96.05604194185656	0.0	17.248535499851716	29.566260933864896	23.01049810503718	17.248535499851716	0.0	45.622326379407454	10.023291153407584	6.923737199690624	15.921440167465814	89.82462243398034	0.0	11.033401435232523	0.0	140.76999999999998	10.023291153407584	13.212334168400758	0.0	22.438388760539336	45.22016097614836	5.563451491696996	45.59486089767904	54.59730361615449	12.990104268152233	25.323629114359164	14.210588861400147	45.4464523354559	0.0	21.867874128500212	5.8990200722044746	3.340626212167903	1.4710543695525977	23.180340888592063	0.0	1.881158142692886	0.49680718416729963	0.12903225806451613	43	3	11	0	0	0	4	1	5	9	3	12	10	0	0	0	5	5.7607200000000045	165.3013999999997	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	4	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
